"last_name, first_name","player_id","year","player_age","ab","pa","hit","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_caught_stealing","r_total_stolen_base","b_game","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","popups_percent","sprint_speed"
"Taveras, Leody","665750","2022","23","314","341","82","88","21",25.8,6.2,".261",".366",".309","0.675","5","11","99","89.3","12",28.7,4.3,3,36.1,"99.307027387","93.803918054",28.5,49.2,34.3,39.1,26.5,8.3,"29.3"
"Cabrera, Oswaldo","665828","2022","23","154","171","38","44","15",25.7,8.8,".247",".429",".312","0.741","2","3","44","86.8","21.5",41.1,6.3,8.9,34.8,"97.586874909","92.793437455",26.9,52.4,34.8,38.4,26.8,8,"27.6"
"Cruz, Oneil","665833","2022","23","331","361","77","126","28",34.9,7.8,".233",".450",".294","0.744","4","10","87","91.9","8.3",30.6,15.5,2.9,46.1,"104.662067282","96.683239073",35.4,40.5,41.3,37.9,20.9,6.3,"29.9"
"Rivero, Sebastián ","665861","2022","23","26","29","4","10","2",34.5,6.9,".154",".154",".214","0.368","0","0","17","87.2","12.7",17.6,5.9,5.9,35.3,"100.05495125","94.09649125",33.3,49.1,47.1,29.4,23.5,11.8,"25.0"
"Chisholm Jr., Jazz","665862","2022","24","213","241","54","66","21",27.4,8.7,".254",".535",".325","0.860","5","12","60","90.4","15.5",37.3,16.7,4.7,46.7,"100.669336216","94.818931905",32.8,47.2,48.7,30,21.3,5.3,"29.3"
"Ruiz, Esteury","665923","2022","23","35","36","6","7","1",19.4,2.8,".171",".257",".194","0.451","2","1","17","73","19.2",32.1,3.6,0,10.7,"85.063086429","89.873328519",22.7,56.4,39.3,32.1,28.6,10.7,"29.8"
"Giménez, Andrés","665926","2022","23","491","557","146","112","34",20.1,6.1,".297",".466",".371","0.837","3","20","146","87.8","11.7",31.3,6.2,6.5,37.8,"99.022592","93.615976351",26.4,53.7,37.8,40.4,21.8,8,"29.3"
"Aranda, Jonathan","666018","2022","24","78","87","15","23","8",26.4,9.2,".192",".321",".276","0.597","0","0","32","91.1","5.9",29.1,7.3,9.1,45.5,"100.631155185","94.661134074",22.4,44,45.5,34.5,20,3.6,"26.0"
"Jones, Nolan","666134","2022","24","86","94","21","31","8",33,8.5,".244",".372",".309","0.681","0","0","28","89.3","15.9",49.1,14.5,7.3,49.1,"101.65603963","95.263844815",29.9,43.6,43.6,40,16.4,3.6,"28.1"
"Kirilloff, Alex","666135","2022","24","144","156","36","36","5",23.1,3.2,".250",".361",".290","0.651","0","0","45","89.3","6.1",28.2,6.4,5.5,45.5,"99.634929455","94.165907909",20.1,50.3,31.8,37.3,30.9,2.7,"27.6"
"Lowe, Josh","666139","2022","24","181","198","40","66","15",33.3,7.6,".221",".343",".284","0.627","0","3","52","88.3","11.4",47.4,5.2,10.3,37.1,"98.497331034","93.392541391",32.6,46.2,29.3,41.4,29.3,3.4,"28.9"
"Lux, Gavin","666158","2022","24","421","471","116","95","47",20.2,10,".276",".399",".346","0.745","2","7","129","88","6.8",34,6.1,6.1,39.8,"98.887037439","93.675126098",23.3,42.6,37.7,40.1,22.2,4.6,"28.8"
"Moniak, Mickey","666160","2022","24","106","112","18","44","4",39.3,3.6,".170",".302",".207","0.509","0","1","37","84.9","19.1",22.2,7.9,1.6,31.7,"98.719537419","93.466598689",37.9,58.3,49.2,23.8,27,12.7,"28.2"
"Adell, Jo","666176","2022","23","268","285","60","107","11",37.5,3.9,".224",".373",".264","0.637","2","4","88","87.4","16.7",33.3,9.9,3.1,37.7,"99.589186914","93.836446584",36.2,51.9,45.7,31.5,22.8,11.1,"29.7"
"Beer, Seth","666179","2022","25","111","126","21","31","11",24.6,8.7,".189",".243",".278","0.521","0","0","38","85.9","10.7",33.3,3.7,9.9,29.6,"97.17208925","92.66727557",28.7,47.5,35.8,39.5,24.7,3.7,"24.7"
"Benson, Will","666181","2022","24","55","61","10","19","3",31.1,4.9,".182",".200",".250","0.450","0","0","28","84.2","10.4",18.9,0,5.4,27,"96.206221667","92.304290833",30.6,42.8,40.5,40.5,18.9,13.5,"29.2"
"Bichette, Bo","666182","2022","24","652","697","189","155","41",22.2,5.9,".290",".469",".333","0.802","8","13","159","91.9","8.5",33.3,9.6,7.2,50.3,"102.743171296","96.003278846",23,55.9,29.3,35.9,34.9,4.2,"27.5"
"Carlson, Dylan","666185","2022","23","432","488","102","94","45",19.3,9.2,".236",".380",".316","0.696","2","5","128","86.1","12.9",35.7,4.4,7.3,27.2,"96.293953036","92.150882262",25.7,46.2,34.8,38,27.2,4.4,"28.1"
"Trammell, Taylor","666211","2022","24","102","117","20","33","13",28.2,11.1,".196",".402",".284","0.686","1","2","43","88.3","20.5",29.6,9.9,5.6,28.2,"97.776181429","92.975271014",33.7,47.7,38,38,23.9,9.9,"26.8"
"Encarnacion, Jerar","666464","2022","24","77","81","14","32","3",39.5,3.7,".182",".338",".210","0.548","0","2","23","90.5","8",30.4,6.5,10.9,41.3,"100.049450435","94.552698043",42.7,54.6,37,34.8,28.3,2.2,"27.7"
"Morel, Christopher","666624","2022","23","379","425","89","137","38",32.2,8.9,".235",".433",".308","0.741","7","10","113","89.6","9.1",30,13.4,5.7,40.3,"101.819951356","95.086096314",38.5,50.1,39.3,42.9,17.8,6.5,"28.8"
"Castro, Rodolfo","666801","2022","23","253","277","59","74","22",26.7,7.9,".233",".427",".296","0.723","3","5","71","87.3","11.7",25.6,6.7,7.2,35,"99.31755","93.717343409",32.8,47.5,38.9,36.7,24.4,7.2,"27.4"
"Dalbec, Bobby","666915","2022","27","317","353","68","118","29",33.4,8.2,".215",".369",".283","0.652","0","3","117","90.3","15.2",32,11.8,6.4,45.8,"101.246531881","94.95935203",35,46.5,35.5,38.4,26.1,6.4,"28.2"
"Aguilar, Ryan","666922","2022","27","22","26","3","14","2",53.8,7.7,".136",".182",".231","0.413","0","0","7","93.3","10.5",44.4,0,22.2,33.3,"99.04246","95.061015556",50,57.4,44.4,33.3,22.2,0,
"García, Adolis","666969","2022","29","605","657","151","183","40",27.9,6.1,".250",".456",".300","0.756","6","25","156","92.1","13.2",36.9,12.9,9.3,47.4,"102.368780141","95.786867388",33.5,53.5,39.3,37.9,22.9,9.3,"27.9"
"Gurriel Jr., Lourdes","666971","2022","28","453","493","132","83","31",16.8,6.3,".291",".400",".343","0.743","4","3","121","90.6","10.9",34.7,3.8,8.9,45.7,"100.376795914","94.662022446",21.3,48.7,35.5,36.8,27.7,5.9,"27.3"
"Rooker Jr., Brent","667670","2022","27","32","36","4","11","3",30.6,8.3,".125",".156",".222","0.378","0","0","16","87.8","13.5",33.3,4.8,14.3,42.9,"98.796148182","94.009091429",33.3,50.7,42.9,52.4,4.8,0,"27.8"
"Walker, Steele","667727","2022","25","14","16","1","4","2",25,12.5,".071",".286",".188","0.474","0","0","5","88.2","19.4",30,20,0,40,"98.200678","93.329789",27.6,50.9,50,30,20,20,
"Arozarena, Randy","668227","2022","27","586","645","154","156","46",24.2,7.1,".263",".445",".327","0.772","12","32","153","89.9","8.8",28.2,7.9,5.8,41,"101.17822","94.772195116",28.7,46.1,32.4,44.2,23.4,9.3,"28.8"
"Pratto, Nick","668472","2022","23","158","182","29","66","19",36.3,10.4,".184",".386",".271","0.657","0","0","49","86","19.7",34.4,12.5,7.3,36.5,"98.384692128","93.208049043",34.4,45.5,43.8,30.2,26,8.3,"27.2"
"Barrera, Tres","668663","2022","27","50","53","9","16","2",30.2,3.8,".180",".200",".212","0.412","0","0","19","81.8","21.4",31.4,0,2.9,14.3,"91.985822941","90.149646176",24,53.6,34.3,40,25.7,14.3,"24.1"
"Bleday, JJ","668709","2022","24","204","238","34","67","30",28.2,12.6,".167",".309",".277","0.586","1","4","65","86.3","25",37.4,8.6,5,33.8,"97.363228429","92.749834317",27.9,46.7,49.6,32.4,18,11.5,"27.7"
"Steer, Spencer","668715","2022","24","95","108","20","26","11",24.1,10.2,".211",".326",".306","0.632","1","0","28","84.7","13.6",30.4,5.8,1.4,31.9,"96.403368857","92.284970435",21.2,41.8,43.5,33.3,23.2,10.1,"27.4"
"Henry, Payton","668721","2022","25","28","35","4","8","5",22.9,14.3,".143",".143",".314","0.457","0","0","15","79.5","-7.4",15,0,0,10,"90.405935","90.147309",28.3,45.1,15,50,35,5,"26.1"
"Baddoo, Akil","668731","2022","23","201","225","41","64","24",28.4,10.7,".204",".269",".289","0.558","6","9","73","85","14.2",29.9,3.6,2.2,27,"96.42330597","92.211959254",28.8,47.1,34.3,35,30.7,11.7,"28.9"
"Mitchell, Cal","668751","2022","23","212","232","48","52","18",22.4,7.8,".226",".349",".286","0.635","1","3","69","89.9","7.5",34,4.9,5.6,40.7,"99.042591235","93.818245342",26.8,50.5,45.7,31.5,22.8,1.9,"26.1"
"Knizner, Andrew","668800","2022","27","260","293","56","62","26",21.2,8.9,".215",".300",".301","0.601","1","0","96","86","15.6",28.6,3.5,3.5,33.2,"97.694226667","92.856279899",22.7,48.8,36.7,39.7,23.6,13.1,"25.8"
"Reynolds, Bryan","668804","2022","27","542","614","142","141","56",23,9.1,".262",".461",".345","0.806","3","7","145","90.2","12",35.5,7.9,6,42.9,"100.882578564","94.722792556",27.8,50.4,39.2,37.5,23.3,4,"28.2"
"Capel, Conner","668843","2022","25","52","59","16","10","5",16.9,8.5,".308",".519",".356","0.875","1","1","22","87.6","7.9",34.1,6.8,0,31.8,"97.990665455","93.173799773",24.8,45,31.8,45.5,22.7,2.3,"27.4"
"Vientos, Mark","668901","2022","22","36","41","6","12","5",29.3,12.2,".167",".278",".268","0.546","0","0","16","93.3","13.1",16.7,8.3,0,45.8,"103.824514167","97.0921575",29.7,49.7,29.2,37.5,33.3,4.2,"26.2"
"Lewis, Royce","668904","2022","23","40","41","12","5","1",12.2,2.4,".300",".550",".317","0.867","0","0","12","90.7","19.4",31.4,5.7,14.3,40,"100.747413889","94.780763714",16.2,52.5,48.6,40,11.4,11.4,"28.4"
"Rutschman, Adley","668939","2022","24","398","470","101","86","65",18.3,13.8,".254",".445",".362","0.807","0","4","113","87.9","15.6",35.6,7.9,6.7,36.8,"99.028130823","93.60531527",17.9,40.5,39,40,21,8.3,"27.1"
"Rojas, Josh","668942","2022","28","443","510","119","98","55",19.2,10.8,".269",".391",".349","0.740","3","23","125","88.8","11.9",33.5,4.5,4.8,36.1,"98.050444128","93.265048338",22.3,41,32.7,36.1,31.3,3.7,"27.3"
"Kreidler, Ryan","668952","2022","24","73","84","13","22","6",26.2,7.1,".178",".233",".244","0.477","1","0","26","88.2","14.8",34.5,7.3,5.5,32.7,"96.201781111","92.261975094",27.6,49.2,40,41.8,18.2,3.6,"28.2"
"Mitchell, Garrett","669003","2022","23","61","68","19","28","6",41.2,8.8,".311",".459",".373","0.832","0","8","28","92.9","9.5",41.2,11.8,5.9,41.2,"100.828725882","95.111031515",31.5,48.7,17.6,35.3,47.1,0,"30.1"
"Melendez Jr., MJ","669004","2022","23","460","534","100","131","66",24.5,12.4,".217",".393",".313","0.706","3","2","129","90.7","15.1",31,10.4,6.8,43.5,"100.595888323","94.716383713",27.8,44.6,43.5,33.6,22.9,6.8,"27.8"
"Marsh, Brandon","669016","2022","24","424","461","104","158","28",34.3,6.1,".245",".384",".295","0.679","4","10","134","89.2","10.9",40.8,7.4,7,38.2,"99.629003534","94.108601774",29.2,47.9,30.1,43.8,26.1,2.6,"28.8"
"Downs, Jeter","669023","2022","23","39","41","6","21","1",51.2,2.4,".154",".256",".171","0.427","0","0","14","82.9","19",26.3,0,5.3,21.1,"94.900232","91.820564737",41.7,55.2,42.1,47.4,10.5,10.5,"28.8"
"Stowers, Kyle","669065","2022","24","91","98","23","29","5",29.6,5.1,".253",".418",".306","0.724","0","0","34","91.1","16",38.7,11.3,3.2,50,"102.094287742","95.636152581",32.8,55.4,40.3,35.5,24.2,6.5,"27.0"
"Huff, Sam","669087","2022","24","121","132","29","42","11",31.8,8.3,".240",".372",".303","0.675","0","1","44","88.9","9.7",35.4,10.1,2.5,36.7,"99.99883625","94.152076329",39,53.3,48.1,30.4,21.5,5.1,"27.0"
"Langeliers, Shea","669127","2022","24","142","153","31","53","9",34.6,5.9,".218",".430",".261","0.691","0","0","40","87.3","16.9",42.9,9.9,6.6,38.5,"99.086486739","93.605224725",42.7,54.2,54.9,30.8,14.3,13.2,"28.7"
"Campusano, Luis","669134","2022","23","48","50","12","11","1",22,2,".250",".333",".260","0.593","0","0","16","87.7","16.4",26.3,5.3,5.3,36.8,"99.761276842","93.942856579",31.7,62.7,26.3,44.7,28.9,10.5,"26.1"
"Murphy, Sean","669221","2022","27","537","612","134","124","56",20.3,9.2,".250",".426",".332","0.758","0","1","148","88.7","11.5",34.7,10.5,6.5,41.4,"101.085158756","94.706891435",24,49.3,39.7,36.6,23.7,7.4,"26.1"
"Senzel, Nick","669222","2022","27","373","420","86","76","30",18.1,7.1,".231",".306",".296","0.602","5","8","110","87.2","11.7",35,3.3,5,33.9,"97.72590723","92.94147061",21.8,47.7,38,36.3,25.7,5.7,"28.7"
"Edman, Tommy","669242","2022","27","577","630","153","111","46",17.6,7.3,".265",".400",".324","0.724","3","32","153","88.6","8.7",31.6,6.2,5.1,37.8,"98.931648319","93.598664536",20.6,47,37.8,38.7,23.5,6.6,"28.7"
"Solak, Nick","669256","2022","27","82","95","17","19","7",20,7.4,".207",".329",".309","0.638","2","3","35","86.7","5.7",28.1,7.8,3.1,34.4,"98.943208065","93.471604032",23.8,42.3,40.6,37.5,21.9,3.1,"28.6"
"Smith, Will","669257","2022","27","508","578","132","96","56",16.6,9.7,".260",".465",".343","0.808","0","1","137","89.9","18.4",36.8,10.3,7.2,43,"99.764565096","94.188464255",19.3,42.6,36.5,36.8,26.7,5.8,"27.5"
"Suwinski, Jack","669261","2022","23","326","372","66","114","41",30.6,11,".202",".411",".298","0.709","2","4","106","88.3","14.3",26.3,12.2,7.5,40.4,"100.221227453","94.334188302",30.6,43.2,43.7,34.7,21.6,8.9,"28.6"
"Espinal, Santiago","669289","2022","27","449","491","120","68","36",13.8,7.3,".267",".370",".322","0.692","6","6","135","86.1","14.1",33.8,3.4,3.6,31.7,"96.814213298","92.407779843",15.6,46.1,37.7,39,23.4,10.4,"27.0"
"Miranda, Jose","669304","2022","24","444","483","119","91","28",18.8,5.8,".268",".426",".325","0.751","1","1","125","89.3","13.8",34.2,6.2,7.9,42.4,"99.818973051","94.236161898",24.3,51.5,41.8,33.3,24.9,8.2,"26.2"
"Thompson, Bubba","669352","2022","24","170","181","45","56","7",30.9,3.9,".265",".312",".302","0.614","3","18","55","84.8","5.3",21.6,1.7,4.3,21.6,"95.6266222","91.8214983",32.6,58.7,32.8,47.4,19.8,7.8,"30.3"
"Gorman, Nolan","669357","2022","22","283","313","64","103","28",32.9,8.9,".226",".420",".300","0.720","0","1","89","89.2","20",46.7,14.4,11.7,43.3,"100.703871333","94.563796111",34.5,51.1,38.9,37.8,23.3,6.7,"27.0"
"Johnson, Bryce","669369","2022","26","18","19","2","7","1",36.8,5.3,".111",".111",".158","0.269","0","0","11","82.6","13.5",45.5,0,0,18.2,"93.31258","90.897770909",31,50.9,27.3,45.5,27.3,9.1,"27.0"
"Hiura, Keston","669374","2022","25","234","266","53","111","23",41.7,8.6,".226",".449",".316","0.765","2","5","80","91.7","16.1",41.1,15.3,11.3,45.2,"103.00306629","95.913755285",40.1,49,37.9,41.1,21,5.6,"27.5"
"Burger, Jake","669394","2022","26","168","183","42","56","10",30.6,5.5,".250",".458",".302","0.760","0","0","51","90.7","12.3",33.3,14.9,6.1,43,"102.65301125","95.597171532",35.4,53.8,40.4,37.7,21.9,5.3,"27.7"
"Allen, Nick","669397","2022","23","299","326","62","64","19",19.6,5.8,".207",".291",".256","0.547","2","3","100","83.9","7.6",26,1.2,3.3,22.3,"94.329041897","91.214480087",23.4,53,27.3,34.3,38.4,5.8,"27.7"
"Hummel, Cooper","669450","2022","27","176","201","31","64","23",31.8,11.4,".176",".307",".274","0.581","1","4","66","87.6","7.7",30.1,7.1,7.1,35.4,"99.536416429","93.823074324",27.5,40.9,41.6,38.9,19.5,7.1,"28.8"
"Smith, Josh","669701","2022","24","213","253","42","50","28",19.8,11.1,".197",".249",".307","0.556","3","4","73","87","19.2",34.5,2.4,5.4,28.6,"96.124871098","92.093542209",23.4,41.1,36.3,38.7,25,11.9,"28.2"
"Hays, Austin","669720","2022","26","535","582","134","114","34",19.6,5.8,".250",".413",".306","0.719","4","2","145","87.7","11.3",32.3,5.2,7.1,37.7,"98.997922429","93.543165976",23.5,51,40.8,36.3,22.9,10.4,"27.8"
"Hall, Darick","669742","2022","26","136","142","34","44","5",31,3.5,".250",".522",".282","0.804","0","0","41","91.4","18.6",37,17.4,6.5,44.6,"101.637107174","95.146168043",33.7,52.5,40.2,37,22.8,5.4,"26.3"
"Call, Alex","669743","2022","27","114","131","27","30","15",22.9,11.5,".237",".412",".336","0.748","3","3","47","86.3","18.4",29.8,1.2,6,31,"96.200864048","92.155563976",24.8,44.6,48.8,34.5,16.7,8.3,"28.4"
"Toglia, Michael","669911","2022","23","111","120","24","44","9",36.7,7.5,".216",".378",".275","0.653","1","1","31","87.4","17",32.8,7.5,3,40.3,"99.722920588","94.057525373",33.8,47.7,46.3,34.3,19.4,7.5,"28.3"
"Lopez, Nicky","670032","2022","27","436","480","99","63","29",13.1,6,".227",".273",".281","0.554","3","13","141","84.9","4.9",31.3,1.6,2.9,22.9,"94.94043827","91.479636504",17.3,49.1,26.3,42.4,31.3,4.7,"27.7"
"Raley, Luke","670042","2022","27","61","72","12","24","7",33.3,9.7,".197",".279",".306","0.585","0","0","22","90.1","16.9",31.6,13.2,5.3,39.5,"100.628204737","94.641931351",39.9,50.7,28.9,42.1,28.9,10.5,"29.3"
"Short, Zack","670097","2022","27","9","13","0","5","2",38.5,15.4,".000",".000",".154","0.154","0","1","6","91.8","39.8",50,33.3,0,50,"99.634506667","94.193005",45,38.5,16.7,33.3,50,16.7,
"Mastrobuoni, Miles","670156","2022","26","16","17","3","6","1",35.3,5.9,".188",".188",".235","0.423","0","1","8","86.3","-2.2",20,0,0,10,"93.924566","90.962283",26.9,38.2,50,40,10,0,"27.5"
"Wallner, Matt","670242","2022","24","57","65","13","25","6",38.5,9.2,".228",".386",".323","0.709","0","1","18","87.5","12.9",21.9,9.4,3.1,53.1,"102.52181","95.903495313",38.1,44,46.9,34.4,18.8,15.6,"28.3"
"Stevenson, Cal","670276","2022","25","60","71","10","23","8",32.4,11.3,".167",".217",".261","0.478","1","1","23","87.6","10.6",32.5,5,5,32.5,"97.164706842","92.732142895",26.3,38.8,35,50,15,7.5,"27.7"
"Rojas, Jose","670351","2022","29","56","57","7","19","0",33.3,0,".125",".161",".140","0.301","0","0","22","84.8","27.9",21.6,2.7,8.1,32.4,"96.317041667","92.241079444",26,57.5,40.5,32.4,27,32.4,"26.4"
"Alvarez, Yordan","670541","2022","25","470","561","144","106","78",18.9,13.9,".306",".613",".406","1.019","1","1","135","95.2","12.3",40.7,21,7.5,59.8,"105.676985081","98.195923324",23.5,42.7,39.1,38.8,22.1,2.7,"26.6"
"Paredes, Isaac","670623","2022","23","331","381","68","67","44",17.6,11.5,".205",".435",".304","0.739","1","0","111","87.4","15.8",27.4,6.4,6.4,38.7,"98.355538496","93.255665472",16.5,39.8,49.2,31.6,19.2,12,"26.2"
"Brosseau, Mike","670712","2022","28","141","160","36","48","14",30,8.8,".255",".418",".344","0.762","0","2","69","89.1","14.6",34.4,8.6,9.7,41.9,"98.509374894","93.686113441",31.1,46.9,35.5,39.8,24.7,2.2,"27.7"
"Walls, Taylor","670764","2022","25","407","466","70","120","52",25.8,11.2,".172",".285",".268","0.553","3","10","142","86.3","16.6",32.6,6.2,4.8,28.5,"96.121545455","92.072558077",25.5,43,33.7,36.1,30.2,8.6,"28.8"
"González, Luis","670768","2022","26","311","350","78","75","30",21.4,8.6,".251",".357",".320","0.677","2","10","98","86.9","10.9",27,2.9,7.5,32,"97.698676404","92.886404298",23.3,47.2,29,36.1,34.9,5.4,"28.2"
"Friedl Jr., TJ","670770","2022","26","225","258","54","40","20",15.5,7.8,".240",".436",".314","0.750","2","7","72","87.2","19.8",30.9,4.7,6.8,29.8,"97.321634111","92.6816085",20.3,43.5,44.5,31.4,24.1,12,"28.1"
"Soto, Livan","670869","2022","22","55","59","22","13","2",22,3.4,".400",".582",".414","0.996","1","1","18","83.8","19.8",40.9,0,0,15.9,"92.851194286","90.623598049",16.8,50.7,52.3,29.5,18.2,6.8,"27.5"
"Herrera, Iván","671056","2022","22","18","22","2","8","2",36.4,9.1,".111",".111",".190","0.301","0","0","11","85.2","8.1",16.7,0,0,16.7,"95.246921667","91.952866364",28.2,39.8,33.3,41.7,25,8.3,"26.2"
"Kennedy, Buddy","671083","2022","23","83","94","18","23","8",24.5,8.5,".217",".325",".287","0.612","0","0","30","88.6","13",38.7,1.6,6.5,32.3,"96.315206452","92.208401452",21.5,41,30.6,33.9,35.5,4.8,"29.4"
"Casas, Triston","671213","2022","22","76","95","15","23","19",24.2,20,".197",".408",".358","0.766","0","1","27","86","2.2",28.3,7.5,5.7,41.5,"99.403010741","93.836791698",26.3,37.9,37.7,43.4,18.9,1.9,"24.9"
"Ramos, Heliot","671218","2022","22","20","22","2","6","2",27.3,9.1,".100",".100",".182","0.282","0","0","9","87.4","1.7",21.4,7.1,0,42.9,"102.43344","95.21672",41.5,53.2,50,35.7,14.3,7.1,"27.4"
"Waters, Drew","671221","2022","23","96","109","23","40","12",36.7,11,".240",".479",".324","0.803","0","0","32","84.1","10.4",41.1,12.5,3.6,28.6,"96.323792143","92.407147857",32.8,47.1,39.3,33.9,26.8,1.8,"28.6"
"García, Luis","671277","2022","22","360","377","99","84","11",22.3,2.9,".275",".408",".295","0.703","4","3","93","87.3","5.5",37.4,7.5,7.1,36.7,"98.963627429","93.569820789",27.1,53.5,34.5,38.8,26.7,1.4,"27.0"
"Freeman, Tyler","671289","2022","23","77","86","19","11","4",12.8,4.7,".247",".286",".314","0.600","0","1","24","85.9","10.3",28.4,1.5,4.5,26.9,"96.960101818","92.566031846",18.5,50.7,20.9,38.8,40.3,10.4,"28.1"
"Harris II, Michael","671739","2022","21","414","441","123","107","21",24.3,4.8,".297",".514",".339","0.853","2","20","114","89.5","4.5",32.8,10.1,6.8,45.1,"102.581692941","95.614748459",28.1,52.4,32.1,43.5,24.4,3.9,"29.4"
"Siani, Michael","672279","2022","22","24","24","4","7","0",29.2,0,".167",".167",".167","0.334","1","0","9","81","30.7",29.4,0,5.9,23.5,"95.6169375","91.80846875",25,44.9,47.1,17.6,35.3,47.1,"25.2"
"Kelenic, Jarred","672284","2022","22","163","181","23","61","16",33.7,8.8,".141",".313",".221","0.534","2","5","54","86","18",27.2,13.6,5.8,35,"99.0507575","93.58765835",33.3,48.5,27.2,47.6,25.2,15.5,"27.3"
"Arias, Gabriel","672356","2022","22","47","57","9","16","8",28.1,14,".191",".319",".321","0.640","0","1","16","88.8","-0.6",18.8,6.3,3.1,34.4,"100.516843333","94.398779",36.1,42,37.5,40.6,21.9,6.3,"28.0"
"Kirk, Alejandro","672386","2022","23","470","541","134","58","63",10.7,11.6,".285",".415",".372","0.787","0","0","139","90.5","8.1",32,6.7,6.5,45.4,"101.053304663","94.989537614",15.4,41,32.2,38.9,28.8,5,"24.2"
"Diaz, Jordan","672478","2022","21","49","51","13","7","2",13.7,3.9,".265",".327",".294","0.621","0","0","15","86.9","-4.8",26.2,0,9.5,31,"96.129837619","92.068414524",20.4,63.6,38.1,40.5,21.4,2.4,"26.1"
"Moreno, Gabriel","672515","2022","22","69","73","22","8","4",11,5.5,".319",".377",".356","0.733","0","0","25","89.2","5.9",29.5,3.3,0,32.8,"97.748776129","93.009237869",19.7,47.9,14.8,45.9,39.3,4.9,"27.5"
